ClientId,ProductLine,ProductSales
94304.0,Yak Chew,17.99
94305.0,Yak Chew,92.96
94306.0,Yak Chew,14.99
94307.0,Bladder,59.98
94308.0,Pumpkin,33.99
94309.0,Pumpkin,19.99
94310.0,Omega Oil,31.979999999999997
94310.0,Yak Chew,17.99
94311.0,Pumpkin,19.99
94312.0,Yak Chew,5.329070518200751e-15
94313.0,Yak Chew,39.99
94314.0,Yak Chew,32.98
94315.0,Pumpkin,19.99
94316.0,Yak Chew,29.99
94317.0,Yak Chew,17.99
94318.0,Pumpkin,19.99
94319.0,Allergy,31.99
94320.0,Yak Chew,29.99
94321.0,Yak Chew,0.0
94322.0,Yak Chew,89.98
94323.0,Yak Chew,32.98
94324.0,Yak Chew,42.98
94325.0,Yak Chew,24.99
94326.0,Omega Oil,59.97
94327.0,Yak Chew,17.99
94328.0,Pumpkin,19.99
94329.0,Allergy,31.99
94330.0,Yak Chew,17.99
94331.0,Yak Chew,117.97
94332.0,Bladder,59.98
94333.0,Pumpkin,19.99
94334.0,Omega Oil,23.98
94335.0,Pumpkin,19.99
94336.0,Pumpkin,59.97
94337.0,Pumpkin,33.99
94338.0,Pumpkin,53.980000000000004
94339.0,Hip & Joint,24.99
94340.0,Yak Chew,35.98
94341.0,Bladder,89.97
94342.0,Pumpkin,19.99
94343.0,Pumpkin,19.99
94344.0,Pumpkin,33.99
94345.0,Omega Oil,103.93999999999998
94346.0,Pumpkin,19.99
94347.0,Omega Oil,11.99
94348.0,Omega Oil,11.99
94349.0,Pumpkin,19.99
94350.0,Omega Oil,0.0
94351.0,Omega Oil,0.0
94352.0,Pumpkin,67.98
94353.0,Omega Oil,11.99
94354.0,Omega Oil,35.97
94355.0,Yak Chew,49.99
94356.0,Pumpkin,33.99
94357.0,Bone Broth,19.99
94358.0,Omega Oil,91.94999999999999
94359.0,Yak Chew,0.0
94360.0,Omega Oil,11.99
94361.0,Pumpkin,33.99
94362.0,Probiotic,59.98
94363.0,Yak Chew,14.99
94364.0,Yak Chew,17.99
94366.0,Pumpkin,19.99
94367.0,Pumpkin,19.99
94368.0,Omega Oil,11.99
94369.0,Yak Chew,14.99
94370.0,Yak Chew,24.99
94371.0,Bladder,59.98
94372.0,Yak Chew,179.98
94373.0,Pumpkin,19.99
94374.0,Yak Chew,53.97
94375.0,Allergy,319.90000000000003
94376.0,Allergy,31.99
94377.0,Yak Chew,17.99
94378.0,Omega Oil,23.98
94379.0,Yak Chew,14.99
94380.0,Yak Chew,24.99
94381.0,Yak Chew,17.99
94382.0,Probiotic,29.99
94383.0,Yak Chew,117.96999999999998
94384.0,Bladder,29.99
94385.0,Yak Chew,139.95
94386.0,Allergy,31.99
94387.0,Pumpkin,19.99
94388.0,Pumpkin,53.980000000000004
94389.0,Omega Oil,23.98
94389.0,Pumpkin,19.99
94390.0,Probiotic,29.99
94391.0,Bladder,29.99
94392.0,Omega Oil,19.99
94393.0,Yak Chew,14.99
94394.0,Bone Broth,19.99
94395.0,Yak Chew,49.98
94396.0,Bone Broth,33.99
94397.0,Yak Chew,17.99
94398.0,Pumpkin,19.99
94399.0,Allergy,0.0
94400.0,Omega Oil,11.99
94401.0,Omega Oil,11.99
94401.0,Pumpkin,19.99
94402.0,Yak Chew,14.99
94403.0,Omega Oil,11.99
94404.0,Bone Broth,59.97
94404.0,Pumpkin,79.96
94405.0,Omega Oil,11.99
94406.0,Pumpkin,59.97
94407.0,Omega Oil,11.99
94408.0,Yak Chew,14.99
94409.0,Pumpkin,19.99
94410.0,Pumpkin,19.99
94411.0,Omega Oil,31.979999999999997
94412.0,Omega Oil,19.99
94413.0,Probiotic,119.96
94414.0,Yak Chew,24.99
94415.0,Yak Chew,17.99
94416.0,Pumpkin,19.99
94417.0,Yak Chew,35.98
94418.0,Yak Chew,17.99
94419.0,Omega Oil,11.99
94420.0,Yak Chew,49.99
94421.0,Bone Broth,19.99
94422.0,Probiotic,29.99
94423.0,Yak Chew,359.8
94424.0,Bladder,29.99
94424.0,Bone Broth,33.99
94425.0,Bone Broth,19.99
94426.0,Pumpkin,199.9
94427.0,Pumpkin,33.99
94428.0,Yak Chew,14.99
94429.0,Omega Oil,11.99
94430.0,Pumpkin,19.99
94431.0,Yak Chew,53.97
94432.0,Yak Chew,14.99
94433.0,Omega Oil,19.99
94434.0,Pumpkin,39.98
94435.0,Allergy,31.99
94436.0,Yak Chew,17.99
94437.0,Yak Chew,17.99
94438.0,Probiotic,59.98
94439.0,Pumpkin,19.99
94440.0,Yak Chew,14.99
94441.0,Yak Chew,71.96
94442.0,Omega Oil,11.99
94443.0,Yak Chew,17.99
94444.0,Probiotic,29.99
94445.0,Probiotic,59.98
94446.0,Probiotic,89.97
94447.0,Probiotic,50.98
94447.0,Pumpkin,33.98
94448.0,Bladder,29.99
94449.0,Yak Chew,14.99
94450.0,Yak Chew,32.98
94451.0,Bone Broth,19.99
94452.0,Pumpkin,73.97
94453.0,Bladder,59.98
94454.0,Omega Oil,11.99
94455.0,Yak Chew,119.96
94456.0,Yak Chew,17.99
94457.0,Allergy,63.98
94458.0,Pumpkin,19.99
94459.0,Pumpkin,19.99
94460.0,Bladder,29.99
94461.0,Omega Oil,11.99
94461.0,Probiotic,25.49
94461.0,Pumpkin,16.99
94462.0,Pumpkin,19.99
94463.0,Yak Chew,17.99
94464.0,Probiotic,29.99
94465.0,Probiotic,59.98
94466.0,Yak Chew,14.99
94467.0,Allergy,31.99
94468.0,Pumpkin,87.97
94469.0,Omega Oil,23.98
94470.0,Pumpkin,19.99
94471.0,Pumpkin,19.99
94472.0,Probiotic,29.99
94473.0,Pumpkin,39.98
94474.0,Yak Chew,29.99
94475.0,Pumpkin,19.99
94476.0,Pumpkin,19.99
94477.0,Yak Chew,-3.552713678800501e-15
94478.0,Bladder,59.98
94479.0,Yak Chew,17.99
94480.0,Omega Oil,11.99
94481.0,Pumpkin,19.99
94482.0,Omega Oil,23.98
94483.0,Omega Oil,11.99
94484.0,Yak Chew,29.99
94485.0,Yak Chew,24.99
94486.0,Pumpkin,79.96
94487.0,Yak Chew,24.99
94488.0,Yak Chew,39.99
94489.0,Pumpkin,39.98
94490.0,Pumpkin,39.98
94491.0,Omega Oil,39.98
94492.0,Yak Chew,14.99
94493.0,Omega Oil,11.99
94494.0,Yak Chew,53.97
94495.0,Omega Oil,0.0
94496.0,Yak Chew,17.99
94497.0,Omega Oil,11.99
94498.0,Yak Chew,17.99
94499.0,Yak Chew,17.99
94500.0,Omega Oil,0.0
94501.0,Yak Chew,14.99
94502.0,Probiotic,29.99
94503.0,Probiotic,29.99
94504.0,Allergy,63.98
94505.0,Omega Oil,11.99
94506.0,Omega Oil,11.99
94507.0,Pumpkin,19.99
94508.0,Yak Chew,0.0
94509.0,Omega Oil,35.97
94510.0,Yak Chew,209.96999999999997
94511.0,Omega Oil,11.99
94512.0,Omega Oil,11.99
94513.0,Probiotic,25.49
94513.0,Pumpkin,16.99
94514.0,Omega Oil,11.99
94515.0,Bone Broth,19.99
94516.0,Yak Chew,14.99
94517.0,Pumpkin,59.97
94518.0,Allergy,31.99
94519.0,Yak Chew,24.99
94520.0,Yak Chew,17.99
94521.0,Pumpkin,135.96
94522.0,Pumpkin,19.99
94523.0,Omega Oil,11.99
94524.0,Allergy,31.99
94525.0,Probiotic,29.99
94526.0,Allergy,31.99
94527.0,Bone Broth,19.99
94528.0,Yak Chew,29.98
94529.0,Omega Oil,11.99
94530.0,Pumpkin,33.99
94531.0,Omega Oil,11.99
94532.0,Allergy,31.99
94533.0,Omega Oil,99.94999999999999
94534.0,Allergy,31.99
94535.0,Yak Chew,67.98
94536.0,Yak Chew,71.96
94537.0,Yak Chew,17.99
94538.0,Yak Chew,35.98
94539.0,Pumpkin,19.99
94540.0,Yak Chew,14.99
94541.0,Bone Broth,19.99
94542.0,Probiotic,29.99
94543.0,Omega Oil,11.99
94544.0,Allergy,31.99
94545.0,Yak Chew,49.99
94546.0,Pumpkin,19.99
94547.0,Omega Oil,19.99
94548.0,Yak Chew,17.99
94549.0,Pumpkin,59.97
94550.0,Yak Chew,14.99
94551.0,Pumpkin,19.99
94552.0,Omega Oil,0.0
94553.0,Pumpkin,33.99
94554.0,Bone Broth,19.99
94555.0,Allergy,31.99
94556.0,Yak Chew,39.99
94557.0,Bone Broth,33.99
94558.0,Yak Chew,17.99
94559.0,Omega Oil,11.99
94560.0,Omega Oil,31.979999999999997
94561.0,Pumpkin,53.980000000000004
94562.0,Yak Chew,17.99
94563.0,Bone Broth,33.99
94564.0,Pumpkin,99.94999999999999
94565.0,Bone Broth,19.99
94566.0,Omega Oil,11.99
94567.0,Bone Broth,33.99
94568.0,Pumpkin,19.99
94569.0,Pumpkin,19.99
94570.0,Yak Chew,39.99
94571.0,Bladder,29.99
94572.0,Yak Chew,17.99
94573.0,Yak Chew,42.98
94574.0,Pumpkin,39.98
94575.0,Pumpkin,39.98
94576.0,Pumpkin,141.95
94577.0,Pumpkin,19.99
94578.0,Omega Oil,11.99
94579.0,Omega Oil,19.99
94580.0,Omega Oil,11.99
94581.0,Omega Oil,11.99
94581.0,Pumpkin,19.99
94582.0,Omega Oil,0.0
94583.0,Yak Chew,117.97
94584.0,Pumpkin,67.98
94585.0,Allergy,31.99
94586.0,Bladder,29.99
94587.0,Pumpkin,19.99
94588.0,Bone Broth,19.99
94589.0,Bone Broth,33.99
94590.0,Allergy,31.99
94591.0,Yak Chew,39.99
94592.0,Pumpkin,19.99
94593.0,Omega Oil,31.979999999999997
94594.0,Yak Chew,39.99
94595.0,Allergy,31.99
94596.0,Pumpkin,19.99
94597.0,Omega Oil,23.98
94598.0,Pumpkin,99.94999999999999
94599.0,Bladder,29.99
94600.0,Pumpkin,39.98
94601.0,Pumpkin,19.99
94602.0,Omega Oil,11.99
94603.0,Pumpkin,19.99
94604.0,Omega Oil,35.97
94605.0,Pumpkin,59.97
94606.0,Probiotic,29.99
94607.0,Yak Chew,24.99
94608.0,Omega Oil,11.99
94609.0,Omega Oil,11.99
94610.0,Yak Chew,14.99
94611.0,Yak Chew,14.99
94612.0,Allergy,31.99
94613.0,Yak Chew,29.99
94614.0,Bone Broth,19.99
94615.0,Yak Chew,24.99
94616.0,Omega Oil,19.99
94617.0,Allergy,0.0
94618.0,Omega Oil,19.99
94619.0,Probiotic,29.99
94620.0,Omega Oil,19.99
94621.0,Yak Chew,35.98
94622.0,Yak Chew,17.99
94623.0,Yak Chew,319.96
94624.0,Probiotic,0.0
94625.0,Yak Chew,14.99
94626.0,Yak Chew,134.91
94627.0,Yak Chew,59.96
94628.0,Yak Chew,17.99
94629.0,Yak Chew,17.99
94630.0,Probiotic,29.99
94631.0,Yak Chew,179.98
94632.0,Pumpkin,33.99
94633.0,Pumpkin,19.99
94634.0,Bladder,29.99
94635.0,Omega Oil,11.99
94636.0,Allergy,31.99
94637.0,Pumpkin,19.99
94638.0,Probiotic,59.98
94639.0,Allergy,63.98
94640.0,Yak Chew,17.99
94641.0,Pumpkin,19.99
94642.0,Bladder,29.99
94643.0,Yak Chew,17.99
94644.0,Yak Chew,14.99
94645.0,Pumpkin,19.99
94646.0,Pumpkin,33.99
94647.0,Allergy,31.99
94648.0,Pumpkin,19.99
94649.0,Hip & Joint,124.94999999999999
94650.0,Omega Oil,19.99
94651.0,Yak Chew,17.99
94652.0,Omega Oil,11.99
94653.0,Yak Chew,17.99
94654.0,Yak Chew,39.99
94655.0,Bone Broth,19.99
94656.0,Pumpkin,19.99
94657.0,Pumpkin,19.99
94658.0,Bone Broth,19.99
94659.0,Pumpkin,19.99
94660.0,Pumpkin,19.99
94661.0,Pumpkin,19.99
94662.0,Yak Chew,54.980000000000004
94663.0,Pumpkin,19.99
94664.0,Omega Oil,11.99
94665.0,Allergy,31.99
94666.0,Yak Chew,17.99
94667.0,Pumpkin,19.99
94668.0,Yak Chew,14.99
94669.0,Yak Chew,14.99
94670.0,Pumpkin,19.99
94671.0,Allergy,31.99
94672.0,Allergy,95.97
94673.0,Yak Chew,14.99
94674.0,Pumpkin,203.94000000000003
94675.0,Yak Chew,14.99
94676.0,Omega Oil,35.97
94677.0,Omega Oil,11.99
94678.0,Yak Chew,17.99
94679.0,Pumpkin,19.99
94680.0,Yak Chew,17.99
94681.0,Bone Broth,19.99
94682.0,Omega Oil,11.99
94683.0,Yak Chew,54.980000000000004
94684.0,Omega Oil,11.99
94685.0,Pumpkin,53.98
94686.0,Bladder,29.99
94687.0,Probiotic,81.98
94688.0,Allergy,95.97
94688.0,Bladder,89.97
94689.0,Yak Chew,109.97999999999999
94690.0,Allergy,31.99
94691.0,Pumpkin,33.99
94692.0,Yak Chew,24.99
94693.0,Yak Chew,14.99
94694.0,Yak Chew,17.99
94695.0,Omega Oil,11.99
94696.0,Bladder,29.99
94697.0,Omega Oil,11.99
94698.0,Yak Chew,29.99
94699.0,Probiotic,29.99
94700.0,Yak Chew,89.99
94701.0,Bladder,29.99
94702.0,Probiotic,89.97
94703.0,Pumpkin,189.94000000000003
94704.0,Yak Chew,39.98
94705.0,Pumpkin,39.98
94706.0,Yak Chew,35.98
94707.0,Yak Chew,35.98
94708.0,Pumpkin,19.99
94709.0,Probiotic,29.99
94710.0,Pumpkin,67.98
94711.0,Yak Chew,14.99
94712.0,Yak Chew,35.98
94713.0,Pumpkin,19.99
94714.0,Pumpkin,19.99
94715.0,Yak Chew,35.98
94716.0,Omega Oil,11.99
94717.0,Omega Oil,11.99
94718.0,Omega Oil,19.99
94719.0,Pumpkin,19.99
94720.0,Bladder,29.99
94721.0,Omega Oil,19.99
94722.0,Yak Chew,212.93
94723.0,Pumpkin,19.99
94724.0,Omega Oil,11.99
94724.0,Pumpkin,19.99
94725.0,Bladder,29.99
94726.0,Yak Chew,160.95000000000002
94727.0,Pumpkin,19.99
94728.0,Pumpkin,19.99
94729.0,Yak Chew,24.99
94730.0,Yak Chew,14.99
94731.0,Yak Chew,249.95000000000002
94732.0,Probiotic,29.99
94732.0,Pumpkin,19.99
94733.0,Yak Chew,79.98
94734.0,Bone Broth,19.99
94735.0,Yak Chew,14.99
94736.0,Bone Broth,19.99
94737.0,Probiotic,89.97
94738.0,Yak Chew,24.99
94739.0,Bladder,29.99
94740.0,Yak Chew,29.98
94741.0,Bladder,119.96
94742.0,Allergy,31.99
94743.0,Omega Oil,19.99
94744.0,Yak Chew,14.99
94745.0,Yak Chew,17.99
94746.0,Omega Oil,11.99
94747.0,Pumpkin,19.99
94748.0,Pumpkin,0.0
94749.0,Pumpkin,19.99
94750.0,Probiotic,59.98
94751.0,Pumpkin,39.98
94752.0,Pumpkin,121.96000000000001
94753.0,Yak Chew,49.98
94754.0,Bone Broth,19.99
94755.0,Allergy,63.98
94756.0,Pumpkin,19.99
94757.0,Yak Chew,14.99
94758.0,Yak Chew,17.99
94759.0,Omega Oil,11.99
94760.0,Yak Chew,53.97
94761.0,Yak Chew,17.99
94762.0,Omega Oil,11.99
94763.0,Yak Chew,17.99
94764.0,Allergy,31.99
94765.0,Yak Chew,24.99
94766.0,Pumpkin,19.99
94767.0,Omega Oil,11.99
94768.0,Omega Oil,11.99
94769.0,Omega Oil,11.99
94770.0,Pumpkin,33.99
94771.0,Bone Broth,19.99
94772.0,Yak Chew,99.98
94773.0,Yak Chew,199.96
94774.0,Allergy,63.98
94775.0,Pumpkin,19.99
94776.0,Bone Broth,33.99
94777.0,Yak Chew,17.99
94778.0,Pumpkin,59.97
94779.0,Pumpkin,19.99
94780.0,Probiotic,29.99
94781.0,Pumpkin,59.97
94782.0,Pumpkin,19.99
94783.0,Allergy,31.99
94784.0,Yak Chew,89.99
94785.0,Omega Oil,95.93999999999998
94785.0,Pumpkin,135.96
94786.0,Omega Oil,11.99
94787.0,Yak Chew,49.99
94788.0,Allergy,95.97
94789.0,Yak Chew,59.96
94790.0,Pumpkin,39.98
94791.0,Pumpkin,73.97
94792.0,Omega Oil,0.0
94793.0,Pumpkin,19.99
94794.0,Yak Chew,89.97
94795.0,Yak Chew,29.99
94796.0,Yak Chew,217.95000000000002
94797.0,Yak Chew,14.99
94798.0,Allergy,31.99
94798.0,Omega Oil,11.99
94799.0,Probiotic,29.99
94800.0,Pumpkin,0.0
94801.0,Yak Chew,122.97
94802.0,Omega Oil,19.99
94803.0,Yak Chew,14.989999999999998
94804.0,Yak Chew,14.99
94805.0,Yak Chew,35.98
94806.0,Allergy,31.99
94807.0,Yak Chew,104.92999999999999
94808.0,Yak Chew,24.99
94809.0,Yak Chew,17.99
94810.0,Yak Chew,35.98
94811.0,Bone Broth,33.99
94812.0,Pumpkin,67.98
